"","date","epiweek","geocode","casos","uf","macroregional_geocode","regional_geocode","train_1","target_1","train_2","target_2","train_3","target_3"
"708",2023-07-23,202330,3550308,73,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"709",2023-07-30,202331,3550308,92,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"710",2023-08-06,202332,3550308,76,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"711",2023-08-13,202333,3550308,85,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"712",2023-08-20,202334,3550308,81,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"713",2023-08-27,202335,3550308,57,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"714",2023-09-03,202336,3550308,70,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"715",2023-09-10,202337,3550308,94,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"716",2023-09-17,202338,3550308,108,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"717",2023-09-24,202339,3550308,96,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"718",2023-10-01,202340,3550308,119,"SP",3521,35016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"719",2023-10-08,202341,3550308,71,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"720",2023-10-15,202342,3550308,93,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"721",2023-10-22,202343,3550308,101,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"722",2023-10-29,202344,3550308,82,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"723",2023-11-05,202345,3550308,117,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"724",2023-11-12,202346,3550308,122,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"725",2023-11-19,202347,3550308,154,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"726",2023-11-26,202348,3550308,157,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"727",2023-12-03,202349,3550308,191,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"728",2023-12-10,202350,3550308,266,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"729",2023-12-17,202351,3550308,319,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"730",2023-12-24,202352,3550308,407,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"731",2023-12-31,202401,3550308,983,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"732",2024-01-07,202402,3550308,1285,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"733",2024-01-14,202403,3550308,1880,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"734",2024-01-21,202404,3550308,2913,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"735",2024-01-28,202405,3550308,4100,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"736",2024-02-04,202406,3550308,6260,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"737",2024-02-11,202407,3550308,9393,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"738",2024-02-18,202408,3550308,12574,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"739",2024-02-25,202409,3550308,16051,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"740",2024-03-03,202410,3550308,21530,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"741",2024-03-10,202411,3550308,27642,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"742",2024-03-17,202412,3550308,41577,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"743",2024-03-24,202413,3550308,42161,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"744",2024-03-31,202414,3550308,44051,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"745",2024-04-07,202415,3550308,51945,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"746",2024-04-14,202416,3550308,50564,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"747",2024-04-21,202417,3550308,46230,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"748",2024-04-28,202418,3550308,49436,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"749",2024-05-05,202419,3550308,54081,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"750",2024-05-12,202420,3550308,49590,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"751",2024-05-19,202421,3550308,35954,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"752",2024-05-26,202422,3550308,22404,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"753",2024-06-02,202423,3550308,12827,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"754",2024-06-09,202424,3550308,11742,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"755",2024-06-16,202425,3550308,9870,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"756",2024-06-23,202426,3550308,6335,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"757",2024-06-30,202427,3550308,3564,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"758",2024-07-07,202428,3550308,2243,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"759",2024-07-14,202429,3550308,1639,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"760",2024-07-21,202430,3550308,1368,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"761",2024-07-28,202431,3550308,942,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"762",2024-08-04,202432,3550308,772,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"763",2024-08-11,202433,3550308,601,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"764",2024-08-18,202434,3550308,543,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"765",2024-08-25,202435,3550308,490,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"766",2024-09-01,202436,3550308,492,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"767",2024-09-08,202437,3550308,489,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"768",2024-09-15,202438,3550308,433,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"769",2024-09-22,202439,3550308,371,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"770",2024-09-29,202440,3550308,315,"SP",3521,35016,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"771",2024-10-06,202441,3550308,286,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"772",2024-10-13,202442,3550308,299,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"773",2024-10-20,202443,3550308,281,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"774",2024-10-27,202444,3550308,265,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"775",2024-11-03,202445,3550308,256,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"776",2024-11-10,202446,3550308,279,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"777",2024-11-17,202447,3550308,256,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"778",2024-11-24,202448,3550308,236,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"779",2024-12-01,202449,3550308,311,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"780",2024-12-08,202450,3550308,324,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"781",2024-12-15,202451,3550308,265,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"782",2024-12-22,202452,3550308,302,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"783",2024-12-29,202501,3550308,592,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"784",2025-01-05,202502,3550308,750,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"785",2025-01-12,202503,3550308,694,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"786",2025-01-19,202504,3550308,864,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"787",2025-01-26,202505,3550308,1041,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"788",2025-02-02,202506,3550308,1205,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"789",2025-02-09,202507,3550308,1605,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"790",2025-02-16,202508,3550308,1978,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"791",2025-02-23,202509,3550308,2413,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"792",2025-03-02,202510,3550308,3349,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"793",2025-03-09,202511,3550308,4112,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"794",2025-03-16,202512,3550308,4854,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"795",2025-03-23,202513,3550308,5155,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"796",2025-03-30,202514,3550308,5307,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"797",2025-04-06,202515,3550308,4680,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"798",2025-04-13,202516,3550308,4507,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"799",2025-04-20,202517,3550308,4838,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"800",2025-04-27,202518,3550308,3911,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"801",2025-05-04,202519,3550308,3426,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"802",2025-05-11,202520,3550308,2795,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"803",2025-05-18,202521,3550308,2171,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"804",2025-05-25,202522,3550308,665,"SP",3521,35016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
